"npc_name_id","npc_type_id","name"
355,4,Rosel
356,4,Brenny
357,4,Brad
358,4,Todd
359,4,Gor
360,4,Ric
361,4,Edwarry
362,4,Alay
363,4,Bremy
364,4,Hun
365,4,Andy
366,4,Victoph
367,4,Kevin
368,4,Jasony
369,4,Dan
370,4,Derremy
371,4,Dan
372,4,Dave
373,4,Jam
374,4,Wadlenj
375,4,Ster
376,4,Rick
377,4,Fremy
378,4,Rosephe
379,4,John
380,4,Brick
381,4,Phill
382,4,Davin
383,4,Scot
384,4,Rogan
385,4,Josephe
386,4,Mat
387,4,Stuan
388,4,Shan
389,4,Clan
390,4,Keve
391,4,Bill
392,4,Ran
393,4,Jeffrem
394,4,Juss
395,4,Clay
396,4,Jon
397,4,Jim
398,4,Wayne
399,4,Duark
400,4,Ricart
401,4,Ster
402,4,Wade
403,4,Evan
404,4,Brey
405,4,Joel
406,4,Ricarth
407,4,Ricark
408,4,Roby
409,4,Geordon
410,4,Loger
411,4,Waltevi
412,4,Stert
413,4,Alay
414,4,Vick
415,4,Roberet
416,4,Mart
417,4,Mart
418,4,Ryan
419,4,Ster
420,4,Ivan
421,4,Scot
422,4,Scotthu
423,4,Caro
424,4,Ran
425,4,Stevend
426,4,Russeph
427,4,Anteve
428,4,Denjan
429,4,Deandri
430,4,Art
431,4,Stert
432,4,Sharlen
433,4,Jay
434,4,Aardo
435,4,Richaro
436,4,Ken
437,4,Shaell
438,4,Rogan
439,4,Ster
440,4,Paul
441,4,Ryan
442,4,Steve
443,4,James
444,4,Rubenja
445,4,Walteph
446,4,Sterek
447,4,Pathuck
448,4,Frade
449,4,Bene
450,4,Dan
451,4,Adam
452,4,Jim
453,4,Will
454,4,Jeff
455,4,Jason
456,4,Keithan
457,4,Chuck
458,4,Rick
459,4,Fraig
460,4,Harloss
461,4,Crad
462,4,Peteven
463,4,Scot
464,4,Richard
465,4,Phill
466,4,Jack
467,4,Dondy
468,4,Cran
469,4,Sames
470,4,Clay
471,4,Barryan
472,4,Steve
473,4,Natris
474,4,Rogan
475,4,Aley
476,4,Josseph
477,4,Jim
478,4,Wiliame
479,4,Tom
480,4,Allian
481,4,Chricto
482,4,Aley
483,4,Barren
484,4,Steph
485,4,Josseph
486,4,Brew
487,4,Mike
488,4,Jeff
489,4,Joe
490,4,Edwarle
491,4,Chricha
492,4,Anth
493,4,Juss
494,4,Rober
495,4,Ivan
496,4,Deand
497,4,Thon
498,4,Fraig
499,4,Harleja
500,4,Jeff
501,4,Jeff
502,4,Jack
503,4,Frey
504,4,Bark
505,4,Cart
506,4,Ben
507,4,Aarry
508,4,Corge
509,4,Natris
510,4,Chuce
511,4,Roby
512,4,Andank
513,4,Charc
514,4,Eug
515,4,Dan
516,4,Brade
517,4,Gardon
518,4,Scott
519,4,Tobby
520,4,Gordo
521,4,Ruben
522,4,Cordony
523,4,Hen
524,4,Jeff
525,4,Joss
526,4,Ted
527,4,Russ
528,4,Ted
529,4,Tom
530,4,Joel
531,4,Robby
532,4,Joe
533,4,Eugerry
534,4,Nathaun
535,4,Benry
536,4,Lary
537,4,Jim
538,4,Tom
539,4,Shan
540,4,Barry
541,4,Aley
542,4,Bruce
543,4,Ran
544,4,Adandy
545,4,Hart
546,4,Bran
547,4,Briandy
548,4,Hardon
549,4,Derry
550,4,Donat
551,4,Stuanda
552,4,Adren
553,4,Pett
554,4,Art
555,4,Scot
556,4,Andron
557,4,Dan
558,4,Den
559,4,Stuan
560,4,Jack
561,4,Justore
562,4,Henjame
563,4,Carlex
564,4,Anthewa
565,4,Joel
566,4,Mat
567,4,And
568,4,Pathael
569,4,Dart
570,4,Adroy
571,4,Hen
572,4,Rodd
573,4,Ted
574,4,Thon
575,4,Brey
576,4,Ted
577,4,Ric
578,4,Marc
579,4,Edwarry
580,4,Rick
581,4,Patharc
582,4,Maroy
583,4,Justoph
584,4,Brey
585,4,Benjan
586,4,Steremy
587,4,Vicarry
588,4,Den
589,4,Sterry
590,4,Dave
591,4,Eris
592,4,Cran
593,4,Coretth
594,4,Jeffrey
595,4,Bris
596,4,Corge
597,4,Geordo
598,4,Alejam
599,4,Walter
600,4,Carley
601,5,Barbarossa Brothers
602,5,Bartolomeo
603,5,Benito de Soto
604,5,Black Bart
605,5,Black Beard
606,5,Black Bellamy
607,5,Black Caesar
608,5,Buccaneers Servant
609,5,Calico Jack
610,5,Captain Benjamin Hornigold
611,5,Captain Blood
612,5,Captain Bully Hayes
613,5,Captain Charles Vane
614,5,Captain Christopher Mings
615,5,Captain Clegg
616,5,Captain Edward England
617,5,Captain Enrique Brower
618,5,Captain George Booth
619,5,Captain George Lowther
620,5,Captain Hector Barbossa
621,5,Captain Henry Every
622,5,Captain Hook
623,5,Captain Horatio McCallister
624,5,Captain Jack Dancer
625,5,Captain Jack Rackam
626,5,Captain Jack Sparrow
627,5,Captain Jackman
628,5,Captain James Kelley
629,5,Captain Jan de Bouff
630,5,Captain John Bowen
631,5,Captain John Calles
632,5,Captain Kennit
633,5,Captain Pugwash
634,5,Captain Thomas Bartholomew Red
635,5,Captain Walker D. Plank
636,5,Captains Executioner
637,5,Cervantes de Leon
638,5,Gunpowder Gertie
639,5,Guybrush Threepwood
640,5,Long John Silver
641,5,Morgan
642,5,Murderers Secret
643,5,Posideons Killer
644,5,Privateers Greed
645,5,Privateers Howl
646,5,Red Rackham
647,5,Sandokan
648,5,Seas Cruelty
649,5,Steve The Pirat
650,5,The Black Pirate
651,5,The Bloody Fall
652,5,The Bloody Sadness
653,5,The Crimson Pirate
654,5,The Damnation of the Hangman
655,5,The Dirty Servant
656,5,The Disgraceful Knave
657,5,The Dishonor of the North
658,5,The Fear of the Serpent
659,5,The Foul Corsair
660,5,The Horrible Buccaneer of the East
661,5,The Horrid Slave
662,5,The Howl of the Manta
663,5,The Howl of the Wolf
664,5,The Insanity of Atlantis
665,5,The Pirates of Dark Water
666,5,The Pirates of Penzance
667,5,The Poison Lightning
668,5,The Rage of the Shark
669,5,The Sea Captain
670,5,The Vile Executioner
671,6,Amulus
672,6,Amus
673,6,Bellora
674,6,Cerpine
675,6,Certumnus
676,6,Chariter
677,6,Cupine
678,6,Cupithras
679,6,Cupities
680,6,Decundus
681,6,Discorae
682,6,Discoras
683,6,Fora
684,6,Forae
685,6,Fortuno
686,6,Furiter
687,6,Furn
688,6,Horas
689,6,Hortuno
690,6,Horturn
691,6,Lariter
692,6,Larities
693,6,Lucimus
694,6,Mamillus
695,6,Mares
696,6,Merva
697,6,Mora
698,6,Moras
699,6,Mortumnus
700,6,Nepturn
701,6,Numercus
702,6,Numertius
703,6,Numus
704,6,Secimus
705,6,Secius
706,6,Septius
707,6,Serius
708,6,Tercus
709,6,Tertimus
710,6,Tibertius
711,6,Tibervius
712,6,Viberius
713,6,Vibertius
714,5,Comrade Knifeslash
715,5,Commander of Doom
716,5,Doomstar
717,5,Ma'nasta Pir of the Deadly Cannons
718,5,Jakk Min O Evil
719,5,You shall die!
720,5,Master of Surrender
721,5,Lobskesh Pirate
722,5,Commander Death
723,5,Devan Deathwin
724,5,Mark Masterkill
725,5,MoNster
726,5,Thieving Pirate
727,5,Whan III
728,5,Pirate Chan
729,5,Sir Grinder the Sixteenth
730,5,Emperor of Destruction
731,5,Hanghim Hyena
732,5,Evil Genius
733,5,Simply Evil
734,5,Simply Wretched
735,5,The Rat of the Sew'r
736,5,The Other Rat of the Sew'r
737,5,Evilling Turtleman Kingo Deadmen Slingknife
738,5,Hater of Traders
739,5,Blasting Mastermind of Deathrays
